method,split,task,family,mean_success,ci95_success,mean_invalid_plan,ci95_invalid_plan,mean_collision_trap,ci95_collision_trap,mean_support_failure,ci95_support_failure,mean_topology_f1,ci95_topology_f1,mean_detection_latency,ci95_detection_latency,mean_replan_cost,ci95_replan_cost,mean_total_cost,ci95_total_cost,groups,mean_regret_to_oracle
topological_slam_tamp,perception_noise_shift,narrow_passage_bin_pick,occlusion_reveal_hide,0.6293,0.0332,0.2330,0.0264,0.1480,0.0209,0.0714,0.0169,0.5102,0.0372,0.5285,0.0139,0.1906,0.0031,0.6264,0.0261,7,0.1786
topological_slam_tamp,perception_noise_shift,narrow_passage_bin_pick,passage_closure_opening,0.6378,0.0443,0.2415,0.0321,0.1633,0.0195,0.0697,0.0219,0.5340,0.0436,0.5134,0.0058,0.1844,0.0024,0.6425,0.0440,7,0.1837
topological_slam_tamp,perception_noise_shift,narrow_passage_bin_pick,reachable_component_split_merge,0.6071,0.0404,0.2704,0.0263,0.1837,0.0278,0.0731,0.0285,0.4966,0.0352,0.5222,0.0138,0.1931,0.0046,0.7017,0.0487,7,0.1922
topological_slam_tamp,perception_noise_shift,narrow_passage_bin_pick,support_removal,0.6037,0.0313,0.2721,0.0386,0.2092,0.0413,0.1241,0.0190,0.5170,0.0432,0.5032,0.0141,0.1937,0.0032,0.7855,0.0874,7,0.2364
topological_slam_tamp,perception_noise_shift,narrow_passage_bin_pick,tool_access_tunnel_blockage,0.6361,0.0370,0.2364,0.0230,0.1667,0.0204,0.0697,0.0164,0.5289,0.0611,0.5243,0.0121,0.1914,0.0051,0.6489,0.0405,7,0.1905
topological_slam_tamp,perception_noise_shift,shelf_retrieval,kinematic_trap_creation,0.6293,0.0358,0.2500,0.0407,0.2024,0.0322,0.0748,0.0282,0.5221,0.0418,0.5203,0.0112,0.1912,0.0052,0.7048,0.0844,7,0.1803
topological_slam_tamp,perception_noise_shift,shelf_retrieval,object_stack_dependency_flip,0.6122,0.0254,0.2534,0.0397,0.1735,0.0160,0.0816,0.0164,0.4864,0.0451,0.5181,0.0173,0.1946,0.0048,0.6865,0.0496,7,0.2228
topological_slam_tamp,perception_noise_shift,shelf_retrieval,occlusion_reveal_hide,0.5748,0.0416,0.2755,0.0415,0.1088,0.0276,0.0748,0.0226,0.5578,0.0320,0.5391,0.0149,0.1881,0.0032,0.6206,0.0585,7,0.2279
topological_slam_tamp,perception_noise_shift,shelf_retrieval,passage_closure_opening,0.6088,0.0525,0.2687,0.0452,0.1803,0.0379,0.0612,0.0164,0.5068,0.0305,0.4997,0.0123,0.1898,0.0037,0.6808,0.0458,7,0.2024
topological_slam_tamp,perception_noise_shift,shelf_retrieval,reachable_component_split_merge,0.6037,0.0366,0.2857,0.0486,0.1718,0.0301,0.0663,0.0221,0.4830,0.0363,0.5141,0.0162,0.1870,0.0044,0.6885,0.0612,7,0.2415
topological_slam_tamp,perception_noise_shift,shelf_retrieval,support_removal,0.6514,0.0363,0.2874,0.0252,0.1633,0.0393,0.1190,0.0184,0.5051,0.0391,0.5145,0.0090,0.1974,0.0043,0.7463,0.0433,7,0.1871
topological_slam_tamp,perception_noise_shift,shelf_retrieval,tool_access_tunnel_blockage,0.6139,0.0580,0.2483,0.0252,0.1633,0.0141,0.0663,0.0227,0.5068,0.0580,0.5068,0.0148,0.1916,0.0033,0.6519,0.0310,7,0.2075
topological_slam_tamp,perception_noise_shift,support_dependency_rearrangement,kinematic_trap_creation,0.6071,0.0461,0.2806,0.0168,0.1565,0.0139,0.0969,0.0303,0.5221,0.0376,0.5108,0.0118,0.1945,0.0050,0.7069,0.0392,7,0.2143
topological_slam_tamp,perception_noise_shift,support_dependency_rearrangement,object_stack_dependency_flip,0.6395,0.0428,0.2602,0.0230,0.1939,0.0309,0.1293,0.0290,0.5561,0.0300,0.5163,0.0100,0.1951,0.0045,0.7653,0.0614,7,0.1752
topological_slam_tamp,perception_noise_shift,support_dependency_rearrangement,occlusion_reveal_hide,0.6037,0.0383,0.2789,0.0215,0.1463,0.0333,0.0969,0.0206,0.4983,0.0484,0.5339,0.0147,0.1911,0.0050,0.6909,0.0442,7,0.2245
topological_slam_tamp,perception_noise_shift,support_dependency_rearrangement,passage_closure_opening,0.6207,0.0515,0.2551,0.0349,0.1548,0.0322,0.0731,0.0139,0.5680,0.0443,0.5236,0.0107,0.1872,0.0057,0.6511,0.0706,7,0.1837
topological_slam_tamp,perception_noise_shift,support_dependency_rearrangement,reachable_component_split_merge,0.6105,0.0258,0.2891,0.0291,0.1973,0.0509,0.0986,0.0291,0.5000,0.0472,0.5155,0.0081,0.1920,0.0035,0.7583,0.0850,7,0.2483
topological_slam_tamp,perception_noise_shift,support_dependency_rearrangement,support_removal,0.6395,0.0410,0.2925,0.0183,0.1939,0.0390,0.1395,0.0287,0.5102,0.0376,0.5133,0.0114,0.1932,0.0070,0.8016,0.0461,7,0.2143
topological_slam_tamp,perception_noise_shift,support_dependency_rearrangement,tool_access_tunnel_blockage,0.5850,0.0528,0.2687,0.0374,0.1429,0.0161,0.0850,0.0246,0.4966,0.0329,0.5129,0.0140,0.1896,0.0066,0.6644,0.0568,7,0.2313
uncertainty_triggered_replanner,combined_stress,drawer_occluder_access,kinematic_trap_creation,0.4337,0.0455,0.4711,0.0325,0.2296,0.0410,0.1752,0.0333,0.2857,0.0301,0.8105,0.0093,0.2370,0.0072,1.0739,0.0830,7,0.3946
uncertainty_triggered_replanner,combined_stress,drawer_occluder_access,object_stack_dependency_flip,0.4405,0.0356,0.4150,0.0347,0.2449,0.0313,0.1718,0.0287,0.2925,0.0209,0.8134,0.0095,0.2335,0.0038,1.0360,0.0609,7,0.3946
uncertainty_triggered_replanner,combined_stress,drawer_occluder_access,occlusion_reveal_hide,0.4694,0.0249,0.4031,0.0285,0.2313,0.0287,0.1276,0.0313,0.3010,0.0393,0.8173,0.0071,0.2361,0.0029,0.9670,0.0454,7,0.3350
uncertainty_triggered_replanner,combined_stress,drawer_occluder_access,passage_closure_opening,0.4354,0.0305,0.4337,0.0514,0.2143,0.0314,0.1412,0.0200,0.2857,0.0314,0.8077,0.0053,0.2341,0.0040,0.9867,0.0409,7,0.4184
uncertainty_triggered_replanner,combined_stress,drawer_occluder_access,reachable_component_split_merge,0.4354,0.0477,0.4320,0.0431,0.2381,0.0407,0.1939,0.0377,0.3180,0.0321,0.8133,0.0060,0.2416,0.0068,1.0742,0.0832,7,0.4133
uncertainty_triggered_replanner,combined_stress,drawer_occluder_access,support_removal,0.4320,0.0208,0.4507,0.0347,0.2364,0.0379,0.2211,0.0397,0.2993,0.0252,0.8065,0.0124,0.2376,0.0070,1.1129,0.0973,7,0.4014
uncertainty_triggered_replanner,combined_stress,drawer_occluder_access,tool_access_tunnel_blockage,0.4541,0.0316,0.4337,0.0400,0.2551,0.0370,0.1463,0.0202,0.2942,0.0304,0.8136,0.0164,0.2387,0.0072,1.0415,0.0606,7,0.3759
uncertainty_triggered_replanner,combined_stress,mobile_manipulation_movable_obstacles,kinematic_trap_creation,0.4252,0.0397,0.4779,0.0523,0.2789,0.0325,0.1548,0.0301,0.2959,0.0358,0.8093,0.0083,0.2367,0.0054,1.1122,0.0380,7,0.3878
uncertainty_triggered_replanner,combined_stress,mobile_manipulation_movable_obstacles,object_stack_dependency_flip,0.4133,0.0397,0.4558,0.0248,0.2755,0.0281,0.2160,0.0343,0.3027,0.0238,0.8157,0.0104,0.2395,0.0039,1.1567,0.0641,7,0.4354
uncertainty_triggered_replanner,combined_stress,mobile_manipulation_movable_obstacles,occlusion_reveal_hide,0.4609,0.0268,0.4405,0.0297,0.2415,0.0243,0.1548,0.0338,0.3214,0.0314,0.8250,0.0118,0.2406,0.0040,1.0432,0.0449,7,0.3231
uncertainty_triggered_replanner,combined_stress,mobile_manipulation_movable_obstacles,passage_closure_opening,0.4218,0.0452,0.4218,0.0352,0.2262,0.0371,0.1531,0.0129,0.2891,0.0278,0.8135,0.0110,0.2344,0.0057,1.0024,0.0331,7,0.4099
uncertainty_triggered_replanner,combined_stress,mobile_manipulation_movable_obstacles,reachable_component_split_merge,0.4303,0.0294,0.4694,0.0313,0.2568,0.0387,0.1684,0.0312,0.3078,0.0399,0.8177,0.0048,0.2334,0.0043,1.0916,0.0463,7,0.3827
uncertainty_triggered_replanner,combined_stress,mobile_manipulation_movable_obstacles,support_removal,0.3997,0.0349,0.4235,0.0488,0.2755,0.0307,0.2313,0.0391,0.2891,0.0425,0.8106,0.0104,0.2358,0.0050,1.1417,0.0822,7,0.4354
uncertainty_triggered_replanner,combined_stress,mobile_manipulation_movable_obstacles,tool_access_tunnel_blockage,0.4252,0.0552,0.4847,0.0304,0.2262,0.0560,0.1803,0.0476,0.3248,0.0383,0.8196,0.0097,0.2394,0.0036,1.0895,0.0428,7,0.3486
uncertainty_triggered_replanner,combined_stress,narrow_passage_bin_pick,kinematic_trap_creation,0.3912,0.0518,0.4422,0.0372,0.2704,0.0355,0.2194,0.0642,0.2738,0.0391,0.8051,0.0083,0.2380,0.0037,1.1416,0.0929,7,0.4507
uncertainty_triggered_replanner,combined_stress,narrow_passage_bin_pick,object_stack_dependency_flip,0.4439,0.0524,0.4422,0.0603,0.2755,0.0148,0.2245,0.0439,0.2942,0.0413,0.8023,0.0123,0.2333,0.0026,1.1480,0.0541,7,0.3844
uncertainty_triggered_replanner,combined_stress,narrow_passage_bin_pick,occlusion_reveal_hide,0.4286,0.0353,0.4235,0.0243,0.2381,0.0269,0.1480,0.0254,0.2823,0.0425,0.8217,0.0090,0.2346,0.0048,1.0118,0.0455,7,0.3810
uncertainty_triggered_replanner,combined_stress,narrow_passage_bin_pick,passage_closure_opening,0.4354,0.0739,0.4541,0.0320,0.2653,0.0488,0.1480,0.0264,0.2874,0.0172,0.8049,0.0114,0.2379,0.0024,1.0711,0.0659,7,0.3759
uncertainty_triggered_replanner,combined_stress,narrow_passage_bin_pick,reachable_component_split_merge,0.4218,0.0441,0.4864,0.0365,0.2517,0.0339,0.1769,0.0262,0.2874,0.0276,0.8121,0.0088,0.2389,0.0057,1.1149,0.0486,7,0.4439
uncertainty_triggered_replanner,combined_stress,narrow_passage_bin_pick,support_removal,0.4303,0.0436,0.4643,0.0411,0.2398,0.0262,0.2313,0.0363,0.3146,0.0480,0.8071,0.0084,0.2368,0.0051,1.1381,0.0704,7,0.4116
uncertainty_triggered_replanner,combined_stress,narrow_passage_bin_pick,tool_access_tunnel_blockage,0.4456,0.0367,0.4235,0.0209,0.2330,0.0143,0.1684,0.0172,0.3061,0.0488,0.8103,0.0091,0.2368,0.0051,1.0299,0.0382,7,0.3741
uncertainty_triggered_replanner,combined_stress,shelf_retrieval,kinematic_trap_creation,0.4762,0.0450,0.4660,0.0336,0.2449,0.0514,0.1667,0.0184,0.3231,0.0339,0.8075,0.0150,0.2377,0.0067,1.0782,0.0722,7,0.3622
uncertainty_triggered_replanner,combined_stress,shelf_retrieval,object_stack_dependency_flip,0.4473,0.0292,0.4252,0.0413,0.2330,0.0370,0.2194,0.0370,0.3095,0.0480,0.8190,0.0149,0.2390,0.0065,1.0870,0.0767,7,0.3707
uncertainty_triggered_replanner,combined_stress,shelf_retrieval,occlusion_reveal_hide,0.4337,0.0337,0.4269,0.0343,0.2449,0.0337,0.1446,0.0276,0.2602,0.0294,0.8289,0.0106,0.2392,0.0047,1.0232,0.0448,7,0.3486
uncertainty_triggered_replanner,combined_stress,shelf_retrieval,passage_closure_opening,0.4354,0.0446,0.4099,0.0613,0.2449,0.0249,0.1293,0.0139,0.2738,0.0279,0.8122,0.0157,0.2391,0.0038,0.9926,0.0654,7,0.4099
uncertainty_triggered_replanner,combined_stress,shelf_retrieval,reachable_component_split_merge,0.4575,0.0483,0.4286,0.0306,0.2585,0.0273,0.1633,0.0226,0.3299,0.0363,0.8163,0.0100,0.2355,0.0040,1.0556,0.0474,7,0.3827
uncertainty_triggered_replanner,combined_stress,shelf_retrieval,support_removal,0.4490,0.0355,0.4252,0.0287,0.2704,0.0355,0.2109,0.0403,0.3027,0.0356,0.8203,0.0154,0.2366,0.0041,1.1169,0.0461,7,0.4235
uncertainty_triggered_replanner,combined_stress,shelf_retrieval,tool_access_tunnel_blockage,0.4201,0.0373,0.4252,0.0524,0.2449,0.0443,0.1497,0.0363,0.2976,0.0269,0.8111,0.0124,0.2349,0.0036,1.0228,0.0698,7,0.3793
uncertainty_triggered_replanner,combined_stress,support_dependency_rearrangement,kinematic_trap_creation,0.4116,0.0582,0.4439,0.0400,0.2738,0.0279,0.1616,0.0278,0.2959,0.0487,0.8194,0.0123,0.2374,0.0016,1.0856,0.0290,7,0.4541
uncertainty_triggered_replanner,combined_stress,support_dependency_rearrangement,object_stack_dependency_flip,0.4473,0.0238,0.4388,0.0148,0.2602,0.0285,0.2024,0.0269,0.3095,0.0432,0.8144,0.0134,0.2394,0.0026,1.1111,0.0454,7,0.3929
uncertainty_triggered_replanner,combined_stress,support_dependency_rearrangement,occlusion_reveal_hide,0.4524,0.0353,0.4439,0.0593,0.2721,0.0336,0.1582,0.0202,0.2942,0.0195,0.8165,0.0094,0.2396,0.0056,1.0822,0.0807,7,0.3707
uncertainty_triggered_replanner,combined_stress,support_dependency_rearrangement,passage_closure_opening,0.4031,0.0424,0.4745,0.0257,0.2602,0.0351,0.1803,0.0406,0.2908,0.0493,0.8126,0.0101,0.2409,0.0053,1.1198,0.0918,7,0.4371
uncertainty_triggered_replanner,combined_stress,support_dependency_rearrangement,reachable_component_split_merge,0.3895,0.0344,0.4677,0.0189,0.3027,0.0221,0.1701,0.0248,0.2823,0.0263,0.8116,0.0066,0.2379,0.0048,1.1470,0.0365,7,0.4388
uncertainty_triggered_replanner,combined_stress,support_dependency_rearrangement,support_removal,0.4286,0.0338,0.4592,0.0611,0.2704,0.0488,0.2653,0.0344,0.3044,0.0370,0.8133,0.0107,0.2357,0.0058,1.2020,0.0800,7,0.4235
uncertainty_triggered_replanner,combined_stress,support_dependency_rearrangement,tool_access_tunnel_blockage,0.4116,0.0634,0.4830,0.0516,0.2364,0.0290,0.1684,0.0542,0.2653,0.0220,0.8146,0.0138,0.2361,0.0030,1.0834,0.1035,7,0.4133
uncertainty_triggered_replanner,delayed_change_shift,drawer_occluder_access,kinematic_trap_creation,0.4847,0.0333,0.3503,0.0367,0.1973,0.0254,0.1293,0.0285,0.3027,0.0485,0.8206,0.0051,0.2209,0.0035,0.8714,0.0376,7,0.3759
uncertainty_triggered_replanner,delayed_change_shift,drawer_occluder_access,object_stack_dependency_flip,0.5085,0.0533,0.3741,0.0292,0.2024,0.0265,0.1633,0.0321,0.3197,0.0402,0.8099,0.0052,0.2217,0.0048,0.9338,0.0712,7,0.2959
uncertainty_triggered_replanner,delayed_change_shift,drawer_occluder_access,occlusion_reveal_hide,0.5000,0.0444,0.3707,0.0542,0.2160,0.0241,0.1122,0.0341,0.3418,0.0344,0.8158,0.0183,0.2224,0.0046,0.8929,0.0406,7,0.3061
uncertainty_triggered_replanner,delayed_change_shift,drawer_occluder_access,passage_closure_opening,0.4966,0.0635,0.3912,0.0525,0.1820,0.0321,0.1327,0.0219,0.3197,0.0399,0.8165,0.0135,0.2206,0.0053,0.8925,0.0613,7,0.3333
uncertainty_triggered_replanner,delayed_change_shift,drawer_occluder_access,reachable_component_split_merge,0.4830,0.0553,0.4218,0.0183,0.2126,0.0347,0.1156,0.0291,0.3027,0.0446,0.8215,0.0076,0.2262,0.0068,0.9399,0.0624,7,0.3554
uncertainty_triggered_replanner,delayed_change_shift,drawer_occluder_access,support_removal,0.4915,0.0629,0.3673,0.0442,0.2313,0.0269,0.1599,0.0249,0.3793,0.0362,0.8153,0.0166,0.2229,0.0069,0.9574,0.0469,7,0.3265
uncertainty_triggered_replanner,delayed_change_shift,drawer_occluder_access,tool_access_tunnel_blockage,0.4796,0.0482,0.3929,0.0169,0.1803,0.0396,0.1122,0.0333,0.3027,0.0416,0.8141,0.0096,0.2193,0.0022,0.8693,0.0272,7,0.3231
uncertainty_triggered_replanner,delayed_change_shift,mobile_manipulation_movable_obstacles,kinematic_trap_creation,0.4660,0.0518,0.4014,0.0359,0.2279,0.0365,0.1412,0.0276,0.3503,0.0463,0.8151,0.0076,0.2204,0.0040,0.9605,0.0560,7,0.3776
uncertainty_triggered_replanner,delayed_change_shift,mobile_manipulation_movable_obstacles,object_stack_dependency_flip,0.5085,0.0501,0.4048,0.0322,0.2313,0.0196,0.1769,0.0436,0.3180,0.0313,0.8174,0.0065,0.2162,0.0021,1.0004,0.0567,7,0.3248
uncertainty_triggered_replanner,delayed_change_shift,mobile_manipulation_movable_obstacles,occlusion_reveal_hide,0.5051,0.0391,0.3980,0.0321,0.2092,0.0221,0.1327,0.0339,0.3333,0.0249,0.8047,0.0051,0.2233,0.0028,0.9310,0.0454,7,0.3197
uncertainty_triggered_replanner,delayed_change_shift,mobile_manipulation_movable_obstacles,passage_closure_opening,0.4490,0.0598,0.3997,0.0196,0.2245,0.0332,0.1276,0.0333,0.3384,0.0370,0.8122,0.0110,0.2203,0.0030,0.9409,0.0366,7,0.3707
uncertainty_triggered_replanner,delayed_change_shift,mobile_manipulation_movable_obstacles,reachable_component_split_merge,0.4983,0.0267,0.3741,0.0463,0.2228,0.0300,0.1156,0.0413,0.3163,0.0309,0.8226,0.0148,0.2175,0.0046,0.9021,0.0681,7,0.3793
uncertainty_triggered_replanner,delayed_change_shift,mobile_manipulation_movable_obstacles,support_removal,0.4881,0.0381,0.3827,0.0324,0.2449,0.0278,0.1939,0.0370,0.3282,0.0564,0.8087,0.0134,0.2263,0.0033,1.0245,0.0794,7,0.3486
uncertainty_triggered_replanner,delayed_change_shift,mobile_manipulation_movable_obstacles,tool_access_tunnel_blockage,0.4660,0.0412,0.3469,0.0219,0.2160,0.0276,0.1429,0.0233,0.3197,0.0535,0.8144,0.0112,0.2183,0.0047,0.9007,0.0488,7,0.3503
uncertainty_triggered_replanner,delayed_change_shift,narrow_passage_bin_pick,kinematic_trap_creation,0.5017,0.0563,0.4473,0.0317,0.2313,0.0345,0.1395,0.0226,0.3452,0.0330,0.8188,0.0123,0.2227,0.0041,1.0037,0.0394,7,0.3333
uncertainty_triggered_replanner,delayed_change_shift,narrow_passage_bin_pick,object_stack_dependency_flip,0.4592,0.0419,0.4014,0.0413,0.2075,0.0305,0.1786,0.0274,0.3537,0.0400,0.8163,0.0110,0.2219,0.0048,0.9787,0.0581,7,0.3810
uncertainty_triggered_replanner,delayed_change_shift,narrow_passage_bin_pick,occlusion_reveal_hide,0.4711,0.0397,0.3520,0.0455,0.2058,0.0313,0.1122,0.0283,0.2942,0.0485,0.8223,0.0087,0.2214,0.0040,0.8648,0.0578,7,0.3639
uncertainty_triggered_replanner,delayed_change_shift,narrow_passage_bin_pick,passage_closure_opening,0.4898,0.0424,0.3707,0.0376,0.2194,0.0221,0.1327,0.0336,0.3265,0.0374,0.8208,0.0091,0.2224,0.0028,0.9182,0.0709,7,0.3503
uncertainty_triggered_replanner,delayed_change_shift,narrow_passage_bin_pick,reachable_component_split_merge,0.4728,0.0482,0.4048,0.0338,0.2228,0.0397,0.1582,0.0226,0.3044,0.0441,0.8125,0.0147,0.2197,0.0046,0.9749,0.0724,7,0.3503
uncertainty_triggered_replanner,delayed_change_shift,narrow_passage_bin_pick,support_removal,0.4728,0.0304,0.3844,0.0425,0.2619,0.0191,0.1803,0.0303,0.3588,0.0224,0.8203,0.0098,0.2237,0.0045,1.0278,0.0337,7,0.3997
uncertainty_triggered_replanner,delayed_change_shift,narrow_passage_bin_pick,tool_access_tunnel_blockage,0.4609,0.0410,0.3503,0.0196,0.2296,0.0443,0.1429,0.0274,0.3282,0.0493,0.8259,0.0119,0.2199,0.0038,0.9203,0.0496,7,0.3673
uncertainty_triggered_replanner,delayed_change_shift,shelf_retrieval,kinematic_trap_creation,0.5136,0.0415,0.3673,0.0495,0.2024,0.0191,0.1207,0.0362,0.3520,0.0496,0.8289,0.0088,0.2221,0.0060,0.8837,0.0629,7,0.3486
uncertainty_triggered_replanner,delayed_change_shift,shelf_retrieval,object_stack_dependency_flip,0.4762,0.0672,0.3759,0.0435,0.2551,0.0496,0.1769,0.0187,0.3248,0.0598,0.8121,0.0090,0.2186,0.0042,1.0044,0.0678,7,0.3401
uncertainty_triggered_replanner,delayed_change_shift,shelf_retrieval,occlusion_reveal_hide,0.4881,0.0288,0.3759,0.0404,0.2058,0.0380,0.1156,0.0150,0.3282,0.0190,0.8225,0.0134,0.2187,0.0027,0.8860,0.0733,7,0.3248
uncertainty_triggered_replanner,delayed_change_shift,shelf_retrieval,passage_closure_opening,0.4915,0.0383,0.3707,0.0715,0.1990,0.0258,0.1327,0.0459,0.3265,0.0317,0.8232,0.0111,0.2166,0.0048,0.8899,0.0648,7,0.3588
uncertainty_triggered_replanner,delayed_change_shift,shelf_retrieval,reachable_component_split_merge,0.4864,0.0584,0.4099,0.0264,0.1820,0.0291,0.1446,0.0376,0.3248,0.0446,0.8127,0.0125,0.2203,0.0042,0.9207,0.0817,7,0.3724
uncertainty_triggered_replanner,delayed_change_shift,shelf_retrieval,support_removal,0.4762,0.0642,0.3248,0.0340,0.2517,0.0442,0.1701,0.0214,0.3333,0.0628,0.8237,0.0132,0.2215,0.0031,0.9530,0.0447,7,0.3724
uncertainty_triggered_replanner,delayed_change_shift,shelf_retrieval,tool_access_tunnel_blockage,0.4983,0.0520,0.3435,0.0372,0.2177,0.0352,0.1344,0.0355,0.3231,0.0347,0.8234,0.0080,0.2192,0.0037,0.8917,0.0626,7,0.3384
uncertainty_triggered_replanner,delayed_change_shift,support_dependency_rearrangement,kinematic_trap_creation,0.4677,0.0493,0.4490,0.0317,0.2483,0.0332,0.1259,0.0283,0.3163,0.0287,0.8218,0.0137,0.2203,0.0054,1.0072,0.0534,7,0.3605
uncertainty_triggered_replanner,delayed_change_shift,support_dependency_rearrangement,object_stack_dependency_flip,0.4694,0.0384,0.4014,0.0690,0.2228,0.0282,0.1718,0.0233,0.3197,0.0473,0.8215,0.0180,0.2226,0.0021,0.9891,0.0830,7,0.3690
uncertainty_triggered_replanner,delayed_change_shift,support_dependency_rearrangement,occlusion_reveal_hide,0.4711,0.0514,0.3810,0.0297,0.2024,0.0153,0.1276,0.0220,0.3214,0.0353,0.8221,0.0090,0.2207,0.0034,0.9011,0.0447,7,0.3418
uncertainty_triggered_replanner,delayed_change_shift,support_dependency_rearrangement,passage_closure_opening,0.4694,0.0301,0.3946,0.0257,0.1888,0.0267,0.1310,0.0125,0.3197,0.0382,0.8106,0.0085,0.2204,0.0062,0.9009,0.0478,7,0.3384
uncertainty_triggered_replanner,delayed_change_shift,support_dependency_rearrangement,reachable_component_split_merge,0.4983,0.0285,0.3827,0.0430,0.2262,0.0322,0.1514,0.0237,0.3367,0.0446,0.8123,0.0105,0.2230,0.0027,0.9560,0.0416,7,0.3248
uncertainty_triggered_replanner,delayed_change_shift,support_dependency_rearrangement,support_removal,0.4626,0.0362,0.3997,0.0363,0.2313,0.0221,0.2058,0.0214,0.3027,0.0349,0.8134,0.0058,0.2261,0.0037,1.0363,0.0526,7,0.3622
uncertainty_triggered_replanner,delayed_change_shift,support_dependency_rearrangement,tool_access_tunnel_blockage,0.4915,0.0460,0.3605,0.0243,0.1684,0.0351,0.1361,0.0227,0.3163,0.0283,0.8248,0.0102,0.2220,0.0040,0.8565,0.0424,7,0.3384
uncertainty_triggered_replanner,embodiment_reach_shift,drawer_occluder_access,kinematic_trap_creation,0.4915,0.0457,0.3997,0.0463,0.2024,0.0239,0.1497,0.0168,0.3622,0.0233,0.6686,0.0089,0.2171,0.0031,0.9366,0.0489,7,0.4065
uncertainty_triggered_replanner,embodiment_reach_shift,drawer_occluder_access,object_stack_dependency_flip,0.5306,0.0287,0.3367,0.0413,0.2007,0.0271,0.1650,0.0294,0.3333,0.0585,0.6589,0.0091,0.2202,0.0049,0.9004,0.0423,7,0.3265
uncertainty_triggered_replanner,embodiment_reach_shift,drawer_occluder_access,occlusion_reveal_hide,0.4881,0.0326,0.3690,0.0345,0.1922,0.0320,0.1259,0.0329,0.3673,0.0503,0.6663,0.0096,0.2133,0.0056,0.8705,0.0686,7,0.3469
uncertainty_triggered_replanner,embodiment_reach_shift,drawer_occluder_access,passage_closure_opening,0.5034,0.0406,0.3946,0.0193,0.1854,0.0287,0.1429,0.0394,0.3571,0.0269,0.6613,0.0086,0.2158,0.0022,0.9051,0.0440,7,0.3759
uncertainty_triggered_replanner,embodiment_reach_shift,drawer_occluder_access,reachable_component_split_merge,0.5085,0.0337,0.3452,0.0210,0.1854,0.0249,0.1224,0.0159,0.3605,0.0309,0.6677,0.0116,0.2159,0.0040,0.8418,0.0443,7,0.3639
uncertainty_triggered_replanner,embodiment_reach_shift,drawer_occluder_access,support_removal,0.5068,0.0529,0.4167,0.0244,0.1990,0.0208,0.1769,0.0365,0.3707,0.0200,0.6657,0.0121,0.2164,0.0060,0.9752,0.0556,7,0.3724
uncertainty_triggered_replanner,embodiment_reach_shift,drawer_occluder_access,tool_access_tunnel_blockage,0.5187,0.0413,0.3435,0.0372,0.1939,0.0214,0.1327,0.0224,0.3793,0.0365,0.6630,0.0128,0.2184,0.0034,0.8630,0.0632,7,0.3248
uncertainty_triggered_replanner,embodiment_reach_shift,mobile_manipulation_movable_obstacles,kinematic_trap_creation,0.5017,0.0430,0.3827,0.0503,0.1956,0.0249,0.1156,0.0248,0.3588,0.0219,0.6699,0.0110,0.2167,0.0036,0.8785,0.0419,7,0.3759
uncertainty_triggered_replanner,embodiment_reach_shift,mobile_manipulation_movable_obstacles,object_stack_dependency_flip,0.4881,0.0176,0.4014,0.0460,0.2211,0.0423,0.1769,0.0351,0.4031,0.0462,0.6629,0.0154,0.2163,0.0037,0.9863,0.0882,7,0.3810
uncertainty_triggered_replanner,embodiment_reach_shift,mobile_manipulation_movable_obstacles,occlusion_reveal_hide,0.4881,0.0494,0.3724,0.0333,0.1837,0.0190,0.1088,0.0276,0.3963,0.0278,0.6686,0.0100,0.2168,0.0052,0.8497,0.0430,7,0.3486
uncertainty_triggered_replanner,embodiment_reach_shift,mobile_manipulation_movable_obstacles,passage_closure_opening,0.4983,0.0473,0.4184,0.0406,0.2075,0.0287,0.1207,0.0324,0.3469,0.0262,0.6627,0.0126,0.2162,0.0028,0.9268,0.0743,7,0.3844
